client_id,Variation,gendr,generation
2548388,Test,M,generation x
9932367,Control,F,baby boomers
3149254,Test,F,baby boomers
2493468,Test,U,millenial
7887617,Test,M,generation x
3317334,Control,M,millenial
5512354,Control,U,millenial
7889092,Control,M,generation x
5267696,Test,F,generation x
7060702,Control,F,millenial
8569065,Control,U,millenial
2006775,Test,M,baby boomers
6030486,Control,F,generation x
6280351,Control,M,generation x
2108691,Control,M,baby boomers
2599976,Control,F,millenial
2853115,Control,M,millenial
4554752,Control,F,millenial
8968789,Control,U,generation x
1212721,Test,F,baby boomers
3322967,Test,M,generation x
6486309,Test,M,generation x
5436729,Test,U,baby boomers
3074366,Test,U,millenial
3291778,Control,F,baby boomers
7059333,Control,M,millenial
5188022,Control,F,baby boomers
6884073,Control,F,baby boomers
5206988,Test,F,millenial
3366060,Test,F,silent generation
7342579,Test,F,baby boomers
1465396,Test,U,millenial
4780398,Control,M,baby boomers
2152873,Control,M,generation x
9129878,Control,M,generation x
4023943,Control,F,baby boomers
521003,Control,F,baby boomers
2021664,Test,M,generation x
2601570,Test,U,generation x
6066143,Test,M,baby boomers
464620,Control,F,baby boomers
3700898,Test,F,baby boomers
1596808,Control,M,millenial
6578023,Control,U,millenial
1455127,Test,M,generation x
9595233,Control,U,baby boomers
8560542,Test,U,generation z
2616663,Test,U,generation x
6793640,Control,F,baby boomers
3097635,Test,M,millenial
409450,Control,M,generation x
7505821,Test,U,baby boomers
2802293,Control,U,generation x
7928244,Test,F,millenial
6094349,Test,M,baby boomers
6911162,Control,M,baby boomers
5379396,Test,U,millenial
2035117,Control,U,baby boomers
2379374,Test,F,baby boomers
6362594,Control,M,baby boomers
749827,Test,U,generation x
8462755,Control,F,baby boomers
766467,Control,F,generation x
7829434,Control,U,millenial
4374006,Test,F,generation x
5586955,Test,U,millenial
5364422,Test,M,generation x
4374056,Test,U,millenial
9817774,Test,F,millenial
4040468,Test,M,generation x
5651761,Test,M,generation x
1003061,Control,U,baby boomers
4516267,Control,F,baby boomers
71476,Control,U,baby boomers
5599391,Control,F,generation x
2615082,Test,M,baby boomers
8466565,Test,M,millenial
2471812,Test,F,generation x
864721,Control,M,generation x
5766460,Test,M,silent generation
6379996,Test,U,millenial
3391330,Test,U,millenial
5449569,Test,F,baby boomers
3028832,Test,U,generation x
3703213,Test,F,baby boomers
1555813,Test,U,generation x
2095170,Test,F,millenial
837625,Control,M,baby boomers
1735341,Control,M,millenial
3216999,Control,U,generation z
5721401,Test,U,millenial
9542949,Control,U,generation x
9894399,Control,M,millenial
5242744,Test,F,baby boomers
5566976,Test,M,baby boomers
934442,Control,F,generation x
4363111,Control,U,generation x
9340301,Control,U,baby boomers
9967085,Control,U,generation x
6251290,Test,U,baby boomers
9573768,Control,F,millenial
160938,Control,U,baby boomers
5525291,Test,U,millenial
2674649,Control,U,generation x
3399215,Control,M,generation x
6804613,Control,F,baby boomers
928670,Test,F,generation x
9960929,Test,M,baby boomers
7858061,Test,U,millenial
7471769,Control,M,generation x
65845,Control,M,baby boomers
1732360,Control,U,baby boomers
6591984,Control,F,generation x
4133463,Test,F,baby boomers
2541876,Test,F,generation x
1483517,Test,F,baby boomers
2044842,Control,U,generation x
707815,Test,M,generation x
5457890,Control,M,baby boomers
6455115,Control,U,generation x
180404,Control,M,millenial
7263999,Test,U,generation x
2622312,Control,U,millenial
8962467,Control,M,millenial
2190311,Test,U,millenial
3806081,Test,M,baby boomers
6061376,Control,M,baby boomers
3570669,Control,U,millenial
7477624,Control,U,baby boomers
6282795,Control,F,generation x
6324067,Control,U,millenial
5432649,Control,F,millenial
331379,Control,M,silent generation
2062763,Test,F,millenial
1163409,Test,U,millenial
2553718,Test,F,generation x
2759297,Test,M,generation x
9173795,Test,M,generation x
9077478,Test,M,generation x
287756,Control,F,generation x
9076007,Test,M,baby boomers
3495059,Control,U,millenial
1949154,Control,U,baby boomers
4219577,Control,F,baby boomers
7688646,Control,U,generation x
2741439,Test,M,baby boomers
1227035,Test,M,generation x
8728382,Control,F,generation x
463029,Test,U,baby boomers
7463451,Control,U,generation x
7069926,Test,U,baby boomers
7543252,Control,F,millenial
9382892,Test,F,generation x
6191302,Control,F,generation x
5617039,Test,F,baby boomers
1565127,Test,U,baby boomers
3531620,Control,M,millenial
7283635,Control,F,generation x
8911405,Test,M,baby boomers
9777919,Test,U,millenial
2857152,Test,U,baby boomers
8608071,Test,M,millenial
9154283,Test,U,millenial
7680107,Control,U,baby boomers
2133839,Control,M,millenial
1585267,Test,M,millenial
3016724,Control,F,baby boomers
161491,Control,M,generation x
6106468,Control,M,baby boomers
8182943,Test,U,millenial
3239523,Control,U,baby boomers
8538655,Test,M,baby boomers
5322608,Control,M,millenial
9128593,Control,F,millenial
5823616,Test,U,baby boomers
4706669,Control,M,generation x
6431498,Control,U,baby boomers
5841499,Control,M,generation x
3703282,Control,F,generation z
3571495,Control,U,baby boomers
451443,Control,U,generation x
6637378,Test,U,millenial
8463084,Control,F,generation x
3836344,Control,U,millenial
4258976,Test,F,generation x
3669611,Control,F,baby boomers
8939444,Control,F,millenial
5644756,Control,M,generation x
3923657,Test,F,millenial
4305565,Control,F,generation x
5089039,Control,U,millenial
8965532,Control,U,generation x
943003,Test,U,millenial
2357486,Test,U,millenial
9398963,Test,U,baby boomers
1731028,Test,M,millenial
8753196,Control,U,silent generation
6407208,Control,F,millenial
2304952,Test,F,millenial
9788829,Test,U,millenial
2567360,Test,F,millenial
4935415,Test,M,generation x
2796936,Control,F,baby boomers
4087981,Control,M,millenial
1324064,Control,U,baby boomers
2649386,Test,F,millenial
2854435,Test,M,generation x
637858,Control,U,generation x
6121098,Test,M,millenial
1322426,Test,F,baby boomers
7336361,Test,M,generation x
4623083,Test,M,generation x
5617888,Test,M,millenial
9638466,Control,U,baby boomers
1527623,Control,M,millenial
7758621,Test,F,millenial
9603341,Control,U,baby boomers
3418762,Control,F,generation x
6240775,Test,F,generation x
7564737,Test,M,generation x
9128690,Test,F,baby boomers
2195243,Test,U,generation x
4147935,Test,F,baby boomers
3062998,Test,M,generation x
487462,Test,M,generation x
2353193,Control,M,baby boomers
5588396,Test,U,generation x
4917803,Control,U,generation x
5490654,Test,F,generation x
6742624,Control,U,baby boomers
1758566,Control,U,millenial
9322805,Test,U,millenial
2159101,Test,U,millenial
9716117,Control,M,baby boomers
1663358,Test,U,baby boomers
9416337,Control,F,generation x
8201398,Control,U,millenial
5916407,Test,F,baby boomers
3678111,Test,F,generation x
3960380,Test,U,baby boomers
5715241,Control,M,generation x
6388327,Control,M,millenial
5249171,Test,U,millenial
8696157,Control,M,generation x
5871224,Test,M,millenial
4744245,Control,F,baby boomers
2430937,Test,M,millenial
780112,Test,F,baby boomers
809082,Test,M,baby boomers
9612831,Control,M,silent generation
1865475,Test,M,millenial
597792,Test,F,generation x
233601,Control,M,generation x
1288151,Test,U,generation x
8482662,Control,F,generation x
174806,Control,U,millenial
8620393,Test,F,generation x
5919352,Control,U,millenial
7397258,Control,M,generation x
1311965,Control,U,generation x
37408,Control,U,generation x
8806276,Test,U,millenial
269636,Control,U,generation x
7379864,Test,U,baby boomers
5472730,Control,U,millenial
9646248,Test,M,silent generation
2825830,Control,M,baby boomers
6595818,Test,M,generation x
9740561,Control,F,generation x
9778121,Test,M,generation x
8089534,Test,M,generation x
1269483,Test,U,generation x
6828613,Test,M,millenial
6724757,Test,U,millenial
7024149,Control,M,baby boomers
6183060,Test,F,baby boomers
6379127,Control,F,millenial
7602354,Control,U,baby boomers
345640,Test,U,generation x
5180590,Test,M,generation x
866133,Test,U,millenial
1953574,Test,M,generation x
7817761,Test,U,generation x
3133001,Test,F,millenial
2162418,Test,U,generation x
4038383,Test,F,baby boomers
6019257,Control,U,baby boomers
3751021,Test,U,millenial
9750016,Control,F,millenial
979164,Test,U,silent generation
5810734,Test,M,baby boomers
1756663,Control,M,millenial
6267076,Control,M,generation x
196053,Control,U,millenial
6741529,Control,U,millenial
9132831,Test,F,millenial
5060221,Control,F,silent generation
2968554,Control,M,millenial
3401354,Test,M,millenial
3132213,Control,F,baby boomers
8891903,Test,M,baby boomers
8242142,Test,M,baby boomers
301165,Test,M,generation x
6078664,Test,U,millenial
152356,Control,U,generation x
8097000,Control,U,generation x
242235,Test,M,generation x
2363857,Control,M,generation x
31502,Control,U,generation x
6494639,Control,M,millenial
8136342,Control,U,silent generation
3445770,Test,F,millenial
626494,Test,U,generation x
3874722,Control,F,generation x
7723706,Test,M,generation x
2936450,Test,U,millenial
7276456,Control,U,millenial
2563749,Control,F,millenial
8597519,Control,U,generation x
8870501,Test,U,millenial
160741,Test,U,millenial
8891137,Test,U,millenial
8254513,Control,U,millenial
1374352,Test,U,millenial
775176,Control,F,generation x
1842343,Control,M,silent generation
329631,Control,U,millenial
4542043,Control,F,generation x
7825280,Test,U,millenial
6745139,Test,F,baby boomers
6010099,Test,M,millenial
3905636,Test,F,baby boomers
283734,Test,F,baby boomers
7957690,Control,F,silent generation
8069676,Control,U,generation x
6396836,Test,F,millenial
1423055,Test,M,millenial
3135162,Test,M,baby boomers
3623291,Test,M,baby boomers
7344865,Control,U,millenial
825852,Control,M,baby boomers
2247954,Test,F,baby boomers
2712519,Control,M,millenial
1064476,Test,M,generation x
5738894,Control,U,baby boomers
2806504,Control,M,generation x
282077,Control,M,millenial
3770237,Control,F,baby boomers
499699,Test,U,millenial
6195846,Control,U,millenial
3920526,Test,U,millenial
1900411,Control,U,generation x
648881,Test,F,millenial
7937128,Test,M,silent generation
6081769,Test,M,baby boomers
5662925,Control,M,generation x
4129662,Test,M,baby boomers
8705202,Control,M,baby boomers
1485054,Test,U,generation x
9171585,Test,M,baby boomers
981888,Control,M,baby boomers
9390879,Test,F,baby boomers
7563831,Test,M,baby boomers
103669,Test,M,generation x
8902463,Control,M,baby boomers
8409638,Test,U,generation x
7583640,Control,U,generation x
8413740,Control,F,baby boomers
4145746,Test,M,baby boomers
8171000,Control,M,baby boomers
8586525,Test,U,millenial
3667191,Test,F,generation x
5112619,Control,F,generation x
930021,Test,M,millenial
3086953,Test,F,generation x
5804913,Test,F,generation x
5057948,Control,M,baby boomers
6932133,Control,F,generation x
4142763,Test,F,baby boomers
2558031,Control,M,baby boomers
6601606,Control,F,generation x
9993047,Control,M,baby boomers
2077336,Control,M,silent generation
7598039,Test,U,silent generation
7031386,Control,F,silent generation
254491,Control,U,baby boomers
8003355,Test,M,millenial
7923876,Control,U,generation x
8443142,Test,U,generation x
8253753,Test,U,millenial
1154031,Control,F,baby boomers
7202634,Test,M,millenial
7882288,Test,F,baby boomers
9263439,Test,F,baby boomers
1662843,Control,U,millenial
5790286,Control,M,millenial
823482,Control,F,baby boomers
7534562,Test,U,generation x
8326453,Test,F,millenial
2929334,Test,F,millenial
9669255,Test,U,baby boomers
2555657,Test,F,baby boomers
5703905,Test,U,generation x
4439304,Test,F,generation x
3673713,Control,F,generation x
2775504,Test,M,millenial
770147,Control,U,baby boomers
3450220,Test,M,baby boomers
6396865,Control,U,millenial
6571403,Control,M,silent generation
8014451,Control,F,millenial
1273901,Test,F,baby boomers
8807567,Test,F,millenial
5856806,Test,F,baby boomers
685442,Control,U,millenial
3188445,Control,M,generation x
5225442,Test,F,generation x
2854662,Test,M,baby boomers
3449302,Control,F,generation x
8182204,Control,M,generation x
2809254,Test,M,generation x
2529944,Test,F,generation x
7050904,Test,F,millenial
8627381,Control,M,baby boomers
5926577,Test,U,millenial
8151693,Control,M,baby boomers
6168374,Control,U,baby boomers
881057,Test,U,baby boomers
5555638,Control,U,baby boomers
41516,Control,F,baby boomers
5552819,Control,M,baby boomers
2763758,Control,F,baby boomers
9599875,Test,U,baby boomers
5245124,Test,M,generation x
4740032,Test,M,baby boomers
9006692,Test,U,generation z
4156608,Test,F,generation x
240400,Control,M,generation x
3236351,Test,F,generation x
5065737,Test,U,baby boomers
7143633,Control,U,millenial
6735099,Control,M,generation x
9404539,Control,M,generation x
9923389,Control,M,millenial
503051,Control,U,millenial
1669156,Test,M,generation x
6542682,Control,F,generation x
86780,Test,M,baby boomers
2572041,Control,F,baby boomers
2736294,Test,M,generation x
5875727,Control,U,millenial
9465015,Test,F,millenial
239291,Test,U,generation x
7258079,Test,U,silent generation
4914129,Control,F,generation x
2010851,Control,M,baby boomers
6623614,Control,U,millenial
9101443,Control,U,baby boomers
6157625,Test,F,millenial
3007171,Test,F,millenial
353727,Control,M,millenial
379137,Control,U,millenial
260044,Test,U,generation x
42725,Test,U,millenial
2819518,Test,U,millenial
6862532,Test,F,millenial
6036804,Test,M,millenial
3329380,Test,U,baby boomers
2898817,Control,U,generation x
244011,Test,F,baby boomers
786681,Control,U,baby boomers
941279,Control,U,millenial
581882,Control,U,millenial
478808,Test,U,millenial
2937724,Control,M,generation x
773462,Control,U,baby boomers
4766855,Test,F,generation x
7893040,Control,U,millenial
3423690,Control,F,baby boomers
2153015,Control,F,generation x
8538953,Control,M,generation x
6490503,Control,M,baby boomers
966341,Test,U,generation x
515712,Control,U,millenial
2395001,Control,U,baby boomers
460257,Test,M,millenial
2237376,Test,F,baby boomers
533320,Control,U,millenial
1814949,Test,F,generation x
118415,Control,M,baby boomers
270682,Control,U,baby boomers
3407926,Control,U,baby boomers
3812607,Test,M,millenial
2620242,Control,M,baby boomers
9887430,Test,F,generation x
8671775,Control,F,generation x
938268,Test,M,baby boomers
3272906,Test,U,generation z
8486603,Control,U,generation x
4187527,Control,F,millenial
8150031,Test,U,millenial
356783,Control,F,baby boomers
6796179,Control,M,baby boomers
8876038,Test,F,millenial
1341612,Test,F,baby boomers
5156080,Test,F,baby boomers
4135832,Test,U,baby boomers
1636131,Control,F,baby boomers
9618925,Control,F,baby boomers
6399218,Test,F,generation x
6199688,Control,M,generation x
6462925,Test,F,generation x
6340179,Control,M,silent generation
4649676,Test,U,generation x
6343693,Control,M,baby boomers
7538120,Control,U,generation x
148037,Control,M,silent generation
50325,Test,F,baby boomers
7852915,Control,F,generation x
1941272,Test,M,millenial
963164,Control,U,millenial
3592062,Control,M,millenial
7777790,Test,U,baby boomers
7259206,Test,U,millenial
6292773,Control,U,millenial
6949668,Control,M,baby boomers
108419,Test,U,baby boomers
8866432,Test,U,silent generation
7430457,Test,U,millenial
7059321,Control,M,generation x
115839,Test,F,generation x
6139333,Test,U,generation x
5609004,Control,F,silent generation
4564948,Test,M,millenial
4108261,Test,F,baby boomers
4296623,Control,F,generation x
2387182,Control,M,baby boomers
3382714,Control,M,silent generation
4366790,Test,U,millenial
6928355,Test,U,millenial
5489642,Test,U,generation x
5457087,Test,F,generation x
5793876,Test,U,generation x
9772972,Control,U,millenial
4752282,Control,F,millenial
5807085,Test,U,generation x
2482224,Control,F,baby boomers
8115079,Control,M,silent generation
3103157,Test,F,generation x
1666696,Test,M,baby boomers
6571686,Control,M,generation x
